col_0,col_1
41639.0,-5720.0
-9938.0,-5697.0
-22402.0,-25213.0
-18392.0,-37105.0
6648.0,-37080.0
-11982.0,-11960.0
12324.0,8263.0
-33479.0,36731.0
-36973.0,-10702.0
-37006.0,-36363.0
-13602.0,14477.0
-37201.0,-34907.0
-33652.0,-11340.0
37165.0,-35770.0
-12779.0,-12608.0
-33126.0,32979.0
30840.0,36517.0
12822.0,-14183.0
34849.0,-34237.0
37048.0,-35337.0
-16110.0,12530.0
-34033.0,-16519.0
-35680.0,-34001.0
-12694.0,-8476.0
8449.0,37253.0
-10758.0,-9572.0
-35375.0,-10240.0
-8217.0,-9529.0
13037.0,12098.0
10068.0,-15839.0
-9296.0,14982.0
-16445.0,-14378.0
-10729.0,-35991.0
15725.0,35506.0
-9504.0,-8778.0
9695.0,7929.0
14837.0,-10477.0
12422.0,36530.0
-13071.0,10561.0
34055.0,-35877.0
-11108.0,35379.0
-14543.0,-12872.0
-36606.0,9080.0
-34343.0,-16262.0
-10569.0,-4813.0
-415.0,-35788.0
34414.0,38170.0
31684.0,-27327.0
31772.0,37723.0
12878.0,6120.0
15321.0,36739.0
-10791.0,35925.0
36845.0,-35085.0
-12526.0,-12960.0
-8959.0,8758.0
-34674.0,10004.0
-8761.0,-14106.0
35951.0,12638.0
32822.0,36601.0
-15157.0,-35141.0
7413.0,13285.0
-34522.0,33359.0
4798.0,35048.0
-10713.0,36377.0
-12422.0,15654.0
-36262.0,-33245.0
36348.0,34524.0
8194.0,9785.0
-11630.0,-8004.0
14929.0,5576.0
12047.0,15436.0
9524.0,35871.0
-36986.0,11304.0
33346.0,31054.0
-8855.0,-9681.0
-7480.0,8756.0
37645.0,-9645.0
35745.0,10297.0
14626.0,-8881.0
35061.0,-36876.0
-12964.0,11603.0
35289.0,36437.0
-33297.0,34850.0
34853.0,11679.0
14215.0,-36292.0
34587.0,-8959.0
-6257.0,-33639.0
-37525.0,34016.0
9517.0,-14442.0
-16872.0,36225.0
-37338.0,12857.0
8700.0,36228.0
-8743.0,-36443.0
9340.0,-35570.0
-36900.0,31315.0
-13486.0,-36047.0
-17749.0,-10228.0
-36418.0,9485.0
-11061.0,-37084.0
13147.0,-36095.0
13795.0,-35458.0
-28619.0,-36398.0
36046.0,13572.0
8334.0,-18145.0
-12316.0,-37851.0
37764.0,-35270.0
10610.0,-10299.0
33989.0,36139.0
32608.0,12597.0
9354.0,-35590.0
37674.0,-36025.0
32957.0,-10500.0
21493.0,37261.0
-15900.0,27418.0
31541.0,15934.0
34916.0,-33509.0
17109.0,9147.0
-39149.0,28320.0
-27700.0,-32069.0
-33682.0,8120.0
13597.0,10236.0
-34204.0,36518.0
16907.0,-11721.0
34157.0,36838.0
14935.0,11615.0
-36444.0,-12610.0
9754.0,-13145.0
37772.0,-15903.0
-35044.0,37364.0
31854.0,19939.0
-13400.0,32581.0
-16290.0,-6831.0
-35933.0,37680.0
-37963.0,12844.0
10361.0,-35459.0
-6192.0,37316.0
34947.0,35463.0
-15882.0,-7774.0
15436.0,35114.0
-36518.0,13061.0
17633.0,10684.0
13670.0,-7762.0
14136.0,8033.0
33968.0,-35378.0
-36985.0,14462.0
-35715.0,35729.0
33868.0,9130.0
35145.0,-35051.0
-29753.0,-35885.0
10883.0,7455.0
-4625.0,-36136.0
3768.0,4857.0
23266.0,-33488.0
-14993.0,-34050.0
35023.0,-37654.0
33907.0,37179.0
36561.0,-18975.0
5333.0,-6907.0
-34538.0,-22304.0
34151.0,-10217.0
37242.0,-36948.0
34800.0,34799.0
-10850.0,-10019.0
-34048.0,-36115.0
36360.0,9283.0
-33537.0,35831.0
-7461.0,10400.0
-34495.0,13518.0
16875.0,35011.0
-37598.0,10458.0
19344.0,14421.0
-36507.0,-15215.0
-36121.0,-9679.0
-34483.0,8122.0
11194.0,-36552.0
-10373.0,36812.0
11176.0,-31609.0
-32653.0,13271.0
13496.0,-12087.0
12843.0,34754.0
35454.0,-36573.0
9789.0,15340.0
-33545.0,7427.0
10527.0,37125.0
36119.0,-9843.0
34977.0,12972.0
-37721.0,34817.0
-34872.0,-36888.0
-37386.0,-13990.0
-33906.0,38669.0
-7122.0,11623.0
38781.0,38497.0
8175.0,37244.0
-32963.0,7835.0
-36444.0,-31818.0
-6841.0,-36439.0
10018.0,7887.0
37444.0,-30677.0
-31376.0,-34477.0
29924.0,19823.0
-17586.0,-36313.0
-34727.0,-31683.0
-34700.0,-6763.0
12431.0,37263.0
